dt,Hr,Entry Fee,Seats,Rake Percent,Rake,Users,Wager
"July 23, 2018",8,10,6,15.00%,774,297,4890
"July 23, 2018",8,25,2,15.00%,69,9,450
"July 23, 2018",8,25,6,15.00%,1194,216,7575
"July 23, 2018",8,50,2,15.00%,45,6,300
"July 23, 2018",8,50,6,15.00%,1734,132,11250
"July 23, 2018",8,100,6,15.00%,3195,126,19500
"July 23, 2018",8,250,6,15.00%,1239,21,8250
"July 23, 2018",8,500,6,12.00%,900,15,7500
"July 23, 2018",8,1000,6,10.00%,9900,33,87000
"July 23, 2018",8,10000,2,6.00%,10800,9,180000
"July 23, 2018",9,10,2,15.00%,162,66,1080
"July 23, 2018",9,10,6,15.00%,918,363,5790
"July 23, 2018",9,25,2,15.00%,24,6,150
"July 23, 2018",9,25,6,15.00%,1653,285,9750
"July 23, 2018",9,50,2,15.00%,225,21,1500
"July 23, 2018",9,50,6,15.00%,1710,135,10050
"July 23, 2018",9,100,2,15.00%,180,6,1200
"July 23, 2018",9,100,6,15.00%,4500,171,28500
"July 23, 2018",9,250,6,15.00%,2589,51,15750
"July 23, 2018",9,500,6,12.00%,1620,24,13500
"July 23, 2018",9,1000,6,10.00%,10200,51,96000
"July 23, 2018",9,3000,6,10.00%,6300,12,63000
"July 23, 2018",9,10000,2,6.00%,18000,15,300000
"July 23, 2018",10,10,2,15.00%,99,54,660
"July 23, 2018",10,10,6,15.00%,879,414,5580
"July 23, 2018",10,25,2,15.00%,249,42,1650
"July 23, 2018",10,25,6,15.00%,2004,348,12525
"July 23, 2018",10,50,2,15.00%,225,15,1500
"July 23, 2018",10,50,6,15.00%,2454,186,14400
"July 23, 2018",10,100,2,15.00%,90,6,600
"July 23, 2018",10,100,6,15.00%,6300,237,39300
"July 23, 2018",10,250,6,15.00%,3825,72,24000
"July 23, 2018",10,500,2,12.00%,360,6,3000
"July 23, 2018",10,500,6,12.00%,720,9,6000
"July 23, 2018",10,1000,6,10.00%,22800,93,216000
"July 23, 2018",10,3000,6,10.00%,7200,12,72000
"July 23, 2018",10,5000,2,8.00%,2400,6,30000
"July 23, 2018",10,10000,2,6.00%,43200,24,720000
"July 23, 2018",11,10,2,15.00%,189,75,1260
"July 23, 2018",11,10,6,15.00%,1302,522,8250
"July 23, 2018",11,25,2,15.00%,180,36,1200
"July 23, 2018",11,25,6,15.00%,2205,378,13650
"July 23, 2018",11,50,2,15.00%,135,15,900
"July 23, 2018",11,50,6,15.00%,2385,201,14700
"July 23, 2018",11,100,2,15.00%,180,6,1200
"July 23, 2018",11,100,6,15.00%,7110,270,45300
"July 23, 2018",11,250,6,15.00%,6639,117,44250
"July 23, 2018",11,500,6,12.00%,3600,42,28500
"July 23, 2018",11,1000,6,10.00%,27300,96,255000
"July 23, 2018",11,3000,6,10.00%,13500,18,135000
"July 23, 2018",11,10000,2,6.00%,39600,12,660000
"July 23, 2018",12,10,2,15.00%,171,75,1140
"July 23, 2018",12,10,6,15.00%,1233,504,7650
"July 23, 2018",12,25,2,15.00%,204,48,1350
"July 23, 2018",12,25,6,15.00%,2589,429,16500
"July 23, 2018",12,50,2,15.00%,90,9,600
"July 23, 2018",12,50,6,15.00%,2499,219,15000
"July 23, 2018",12,100,2,15.00%,630,33,4200
"July 23, 2018",12,100,6,15.00%,7695,297,48000
"July 23, 2018",12,250,6,15.00%,12375,180,75750
"July 23, 2018",12,500,6,12.00%,4140,39,30000
"July 23, 2018",12,1000,6,10.00%,20100,96,180000
"July 23, 2018",12,3000,6,10.00%,18000,18,171000
"July 23, 2018",12,5000,2,8.00%,4800,9,60000
"July 23, 2018",12,10000,2,6.00%,14400,15,240000
"July 23, 2018",13,10,2,15.00%,225,78,1500
"July 23, 2018",13,10,6,15.00%,1401,588,8730
"July 23, 2018",13,25,2,15.00%,135,33,900
"July 23, 2018",13,25,6,15.00%,2352,417,14550
"July 23, 2018",13,50,2,15.00%,90,9,600
"July 23, 2018",13,50,6,15.00%,2655,231,16350
"July 23, 2018",13,100,2,15.00%,180,9,1200
"July 23, 2018",13,100,6,15.00%,8010,333,50100
"July 23, 2018",13,250,6,15.00%,11589,174,73500
"July 23, 2018",13,500,6,12.00%,4680,54,39000
"July 23, 2018",13,1000,6,10.00%,30900,132,288000
"July 23, 2018",13,3000,6,10.00%,3600,12,36000
"July 23, 2018",13,10000,2,6.00%,32400,24,540000
"July 23, 2018",14,10,2,15.00%,189,78,1260
"July 23, 2018",14,10,6,15.00%,1242,519,7860
"July 23, 2018",14,25,2,15.00%,315,54,2100
"July 23, 2018",14,25,6,15.00%,2880,456,17925
"July 23, 2018",14,50,2,15.00%,90,9,600
"July 23, 2018",14,50,6,15.00%,2454,219,15300
"July 23, 2018",14,100,2,15.00%,900,18,6000
"July 23, 2018",14,100,6,15.00%,9180,336,57900
"July 23, 2018",14,250,6,15.00%,9225,153,57750
"July 23, 2018",14,500,6,12.00%,5400,63,45000
"July 23, 2018",14,1000,6,10.00%,22200,105,207000
"July 23, 2018",14,3000,6,10.00%,12600,21,108000
"July 23, 2018",14,5000,2,8.00%,2400,6,30000
"July 23, 2018",14,10000,2,6.00%,36000,24,600000
"July 23, 2018",15,10,2,15.00%,189,87,1260
"July 23, 2018",15,10,6,15.00%,1539,597,9570
"July 23, 2018",15,25,2,15.00%,225,39,1500
"July 23, 2018",15,25,6,15.00%,2925,486,18525
"July 23, 2018",15,50,2,15.00%,135,18,900
"July 23, 2018",15,50,6,15.00%,3624,321,22650
"July 23, 2018",15,100,2,15.00%,180,12,1200
"July 23, 2018",15,100,6,15.00%,7920,288,48000
"July 23, 2018",15,250,6,15.00%,11139,171,69000
"July 23, 2018",15,500,6,12.00%,4140,42,30000
"July 23, 2018",15,1000,6,10.00%,24000,123,225000
"July 23, 2018",15,3000,6,10.00%,21600,33,207000
"July 23, 2018",15,5000,2,8.00%,2400,6,30000
"July 23, 2018",15,10000,2,6.00%,7200,9,120000
"July 23, 2018",16,10,2,15.00%,216,93,1440
"July 23, 2018",16,10,6,15.00%,1278,534,8310
"July 23, 2018",16,25,2,15.00%,180,42,1200
"July 23, 2018",16,25,6,15.00%,2994,465,18600
"July 23, 2018",16,50,2,15.00%,180,18,1200
"July 23, 2018",16,50,6,15.00%,3399,276,21300
"July 23, 2018",16,100,2,15.00%,270,12,1800
"July 23, 2018",16,100,6,15.00%,7650,297,48000
"July 23, 2018",16,250,6,15.00%,8325,123,53250
"July 23, 2018",16,500,6,12.00%,5580,66,40500
"July 23, 2018",16,1000,6,10.00%,29400,135,270000
"July 23, 2018",16,2000,2,10.00%,1200,6,12000
"July 23, 2018",16,3000,6,10.00%,37800,42,378000
"July 23, 2018",16,10000,2,6.00%,36000,21,600000
"July 23, 2018",17,10,2,15.00%,225,81,1500
"July 23, 2018",17,10,6,15.00%,1338,600,8400
"July 23, 2018",17,25,2,15.00%,249,51,1650
"July 23, 2018",17,25,6,15.00%,2508,408,15675
"July 23, 2018",17,50,2,15.00%,225,24,1500
"July 23, 2018",17,50,6,15.00%,2745,246,17700
"July 23, 2018",17,100,2,15.00%,180,6,1200
"July 23, 2018",17,100,6,15.00%,6885,291,44100
"July 23, 2018",17,250,6,15.00%,8214,144,52500
"July 23, 2018",17,500,6,12.00%,3420,48,28500
"July 23, 2018",17,1000,2,10.00%,600,6,6000
"July 23, 2018",17,1000,6,10.00%,24000,132,225000
"July 23, 2018",17,2000,2,10.00%,1200,6,12000
"July 23, 2018",17,3000,6,10.00%,39600,45,369000
"July 23, 2018",17,5000,2,8.00%,7200,12,90000
"July 23, 2018",17,10000,2,6.00%,18000,9,300000
"July 23, 2018",18,10,2,15.00%,171,87,1140
"July 23, 2018",18,10,6,15.00%,1320,543,8280
"July 23, 2018",18,25,2,15.00%,69,15,450
"July 23, 2018",18,25,6,15.00%,2994,486,18975
"July 23, 2018",18,50,2,15.00%,225,24,1500
"July 23, 2018",18,50,6,15.00%,2094,192,13350
"July 23, 2018",18,100,6,15.00%,7020,306,43800
"July 23, 2018",18,250,6,15.00%,9225,138,54000
"July 23, 2018",18,500,6,12.00%,8280,81,60000
"July 23, 2018",18,1000,6,10.00%,29100,144,270000
"July 23, 2018",18,3000,6,10.00%,30600,48,297000
"July 23, 2018",18,5000,2,8.00%,4800,9,60000
"July 23, 2018",18,10000,2,6.00%,21600,24,360000
"July 23, 2018",19,10,2,15.00%,306,105,2040
"July 23, 2018",19,10,6,15.00%,1329,564,8430
"July 23, 2018",19,25,2,15.00%,204,42,1350
"July 23, 2018",19,25,6,15.00%,3027,507,18900
"July 23, 2018",19,50,6,15.00%,2835,234,17250
"July 23, 2018",19,100,2,15.00%,90,6,600
"July 23, 2018",19,100,6,15.00%,7920,324,49500
"July 23, 2018",19,250,6,15.00%,7764,144,49500
"July 23, 2018",19,500,6,12.00%,7200,90,57000
"July 23, 2018",19,1000,2,10.00%,600,6,6000
"July 23, 2018",19,1000,6,10.00%,31500,132,300000
"July 23, 2018",19,3000,6,10.00%,31500,57,306000
"July 23, 2018",19,10000,2,6.00%,21600,15,360000
"July 23, 2018",20,10,2,15.00%,189,84,1260
"July 23, 2018",20,10,6,15.00%,1419,639,8910
"July 23, 2018",20,25,2,15.00%,384,69,2550
"July 23, 2018",20,25,6,15.00%,2880,483,17850
"July 23, 2018",20,50,2,15.00%,180,18,1200
"July 23, 2018",20,50,6,15.00%,2589,219,16650
"July 23, 2018",20,100,6,15.00%,7110,273,44700
"July 23, 2018",20,250,6,15.00%,10575,165,66750
"July 23, 2018",20,500,6,12.00%,4140,51,34500
"July 23, 2018",20,1000,2,10.00%,600,6,6000
"July 23, 2018",20,1000,6,10.00%,31800,168,297000
"July 23, 2018",20,3000,6,10.00%,33300,54,306000
"July 23, 2018",20,10000,2,6.00%,36000,18,600000
"July 23, 2018",21,10,2,15.00%,189,90,1260
"July 23, 2018",21,10,6,15.00%,1620,705,10230
"July 23, 2018",21,25,2,15.00%,270,36,1800
"July 23, 2018",21,25,6,15.00%,3015,495,18975
"July 23, 2018",21,50,2,15.00%,180,21,1200
"July 23, 2018",21,50,6,15.00%,3105,300,19950
"July 23, 2018",21,100,6,15.00%,9450,369,60600
"July 23, 2018",21,250,6,15.00%,10014,165,65250
"July 23, 2018",21,500,2,12.00%,360,6,3000
"July 23, 2018",21,500,6,12.00%,4500,54,34500
"July 23, 2018",21,1000,6,10.00%,39900,177,381000
"July 23, 2018",21,2000,2,10.00%,2400,9,24000
"July 23, 2018",21,3000,6,10.00%,18000,42,180000
"July 23, 2018",21,5000,2,8.00%,2400,6,30000
"July 23, 2018",21,10000,2,6.00%,10800,6,180000
"July 23, 2018",22,10,2,15.00%,288,117,1920
"July 23, 2018",22,10,6,15.00%,1563,693,9870
"July 23, 2018",22,25,2,15.00%,159,33,1050
"July 23, 2018",22,25,6,15.00%,3105,516,19500
"July 23, 2018",22,50,2,15.00%,270,30,1800
"July 23, 2018",22,50,6,15.00%,3870,348,23550
"July 23, 2018",22,100,2,15.00%,180,9,1200
"July 23, 2018",22,100,6,15.00%,10305,372,63900
"July 23, 2018",22,250,6,15.00%,15189,237,98250
"July 23, 2018",22,500,6,12.00%,6480,96,54000
"July 23, 2018",22,1000,6,10.00%,43800,192,411000
"July 23, 2018",22,2000,2,10.00%,1200,6,12000
"July 23, 2018",22,3000,2,10.00%,1800,6,18000
"July 23, 2018",22,3000,6,10.00%,33300,48,324000
"July 23, 2018",22,5000,2,8.00%,7200,9,90000
"July 23, 2018",22,10000,2,6.00%,3600,6,60000
"July 23, 2018",23,10,2,15.00%,288,84,1920
"July 23, 2018",23,10,6,15.00%,1509,582,9150
"July 23, 2018",23,25,2,15.00%,159,30,1050
"July 23, 2018",23,25,6,15.00%,3015,516,19125
"July 23, 2018",23,50,2,15.00%,270,24,1800
"July 23, 2018",23,50,6,15.00%,3915,333,25050
"July 23, 2018",23,100,2,15.00%,900,36,6000
"July 23, 2018",23,100,6,15.00%,10260,381,65100
"July 23, 2018",23,250,6,15.00%,15750,207,99750
"July 23, 2018",23,500,6,12.00%,7020,72,54000
"July 23, 2018",23,1000,2,10.00%,600,6,6000
"July 23, 2018",23,1000,6,10.00%,43800,195,399000
"July 23, 2018",23,2000,2,10.00%,6000,21,60000
"July 23, 2018",23,3000,2,10.00%,7200,12,72000
"July 23, 2018",23,3000,6,10.00%,42300,63,396000
"July 23, 2018",23,5000,2,8.00%,9600,15,120000
"July 23, 2018",23,10000,2,6.00%,14400,15,240000
"July 24, 2018",0,10,2,15.00%,108,48,720
"July 24, 2018",0,10,6,15.00%,918,354,5790
"July 24, 2018",0,25,2,15.00%,135,24,900
"July 24, 2018",0,25,6,15.00%,2454,372,14850
"July 24, 2018",0,50,2,15.00%,360,27,2400
"July 24, 2018",0,50,6,15.00%,3285,267,19950
"July 24, 2018",0,100,2,15.00%,90,6,600
"July 24, 2018",0,100,6,15.00%,9270,324,56400
"July 24, 2018",0,250,6,15.00%,10800,159,66000
"July 24, 2018",0,500,6,12.00%,8280,63,66000
"July 24, 2018",0,1000,2,10.00%,600,6,6000
"July 24, 2018",0,1000,6,10.00%,38100,165,357000
"July 24, 2018",0,2000,2,10.00%,2400,12,24000
"July 24, 2018",0,3000,6,10.00%,39600,63,378000
"July 24, 2018",1,10,2,15.00%,27,12,180
"July 24, 2018",1,10,6,15.00%,468,201,2910
"July 24, 2018",1,25,2,15.00%,135,27,900
"July 24, 2018",1,25,6,15.00%,1125,186,6525
"July 24, 2018",1,50,6,15.00%,2004,153,12450
"July 24, 2018",1,100,2,15.00%,90,6,600
"July 24, 2018",1,100,6,15.00%,5670,201,35700
"July 24, 2018",1,250,6,15.00%,9564,126,60000
"July 24, 2018",1,500,6,12.00%,1980,27,13500
"July 24, 2018",1,1000,6,10.00%,36900,150,327000
"July 24, 2018",1,3000,2,10.00%,1800,6,18000
"July 24, 2018",1,3000,6,10.00%,50400,57,459000
"July 24, 2018",2,10,2,15.00%,9,6,60
"July 24, 2018",2,10,6,15.00%,351,147,2190
"July 24, 2018",2,25,2,15.00%,114,15,750
"July 24, 2018",2,25,6,15.00%,777,138,4875
"July 24, 2018",2,50,6,15.00%,1734,126,10500
"July 24, 2018",2,100,2,15.00%,270,9,1800
"July 24, 2018",2,100,6,15.00%,3150,102,19800
"July 24, 2018",2,250,6,15.00%,4614,66,27000
"July 24, 2018",2,500,6,12.00%,360,6,3000
"July 24, 2018",2,1000,6,10.00%,20100,87,186000
"July 24, 2018",2,3000,6,10.00%,38700,45,324000
"July 24, 2018",2,10000,2,6.00%,3600,6,60000
"July 24, 2018",3,10,2,15.00%,18,6,120
"July 24, 2018",3,10,6,15.00%,234,87,1500
"July 24, 2018",3,25,2,15.00%,24,6,150
"July 24, 2018",3,25,6,15.00%,507,72,2850
"July 24, 2018",3,50,6,15.00%,789,60,5100
"July 24, 2018",3,100,2,15.00%,270,6,1800
"July 24, 2018",3,100,6,15.00%,3600,108,22800
"July 24, 2018",3,250,6,15.00%,1800,24,12000
"July 24, 2018",3,500,2,12.00%,360,6,3000
"July 24, 2018",3,500,6,12.00%,1440,15,12000
"July 24, 2018",3,1000,6,10.00%,10200,48,87000
"July 24, 2018",3,2000,2,10.00%,1200,6,12000
"July 24, 2018",3,3000,6,10.00%,26100,36,261000
"July 24, 2018",4,10,6,15.00%,168,78,1050
"July 24, 2018",4,25,2,15.00%,90,9,600
"July 24, 2018",4,25,6,15.00%,180,42,1125
"July 24, 2018",4,50,2,15.00%,135,9,900
"July 24, 2018",4,50,6,15.00%,810,63,4950
"July 24, 2018",4,100,6,15.00%,2295,63,14400
"July 24, 2018",4,250,6,15.00%,789,15,5250
"July 24, 2018",4,500,2,12.00%,360,6,3000
"July 24, 2018",4,500,6,12.00%,720,12,6000
"July 24, 2018",4,1000,6,10.00%,8400,39,78000
"July 24, 2018",4,3000,6,10.00%,5400,18,54000
"July 24, 2018",5,10,6,15.00%,198,84,1290
"July 24, 2018",5,25,2,15.00%,45,9,300
"July 24, 2018",5,25,6,15.00%,249,48,1650
"July 24, 2018",5,50,6,15.00%,654,45,4200
"July 24, 2018",5,100,6,15.00%,765,36,4800
"July 24, 2018",5,250,6,15.00%,1125,24,7500
"July 24, 2018",5,500,6,12.00%,1080,15,9000
"July 24, 2018",5,1000,6,10.00%,3000,18,30000
"July 24, 2018",6,10,2,15.00%,9,6,60
"July 24, 2018",6,10,6,15.00%,231,93,1500
"July 24, 2018",6,25,2,15.00%,24,6,150
"July 24, 2018",6,25,6,15.00%,765,111,4650
"July 24, 2018",6,50,2,15.00%,90,6,600
"July 24, 2018",6,50,6,15.00%,450,48,3000
"July 24, 2018",6,100,2,15.00%,90,6,600
"July 24, 2018",6,100,6,15.00%,1125,51,7200
"July 24, 2018",6,250,6,15.00%,1689,24,11250
"July 24, 2018",6,500,6,12.00%,360,6,3000
"July 24, 2018",6,1000,6,10.00%,3000,18,30000
"July 24, 2018",6,3000,6,10.00%,3600,9,36000
"July 24, 2018",7,10,2,15.00%,54,30,360
"July 24, 2018",7,10,6,15.00%,501,240,3180
"July 24, 2018",7,25,2,15.00%,135,24,900
"July 24, 2018",7,25,6,15.00%,888,162,5625
"July 24, 2018",7,50,2,15.00%,270,15,1800
"July 24, 2018",7,50,6,15.00%,990,75,6000
"July 24, 2018",7,100,6,15.00%,2115,87,13500
"July 24, 2018",7,250,6,15.00%,2475,48,15000
"July 24, 2018",7,1000,6,10.00%,12300,45,105000
"July 24, 2018",7,3000,6,10.00%,1800,6,18000
"July 24, 2018",8,10,2,15.00%,144,42,960
"July 24, 2018",8,10,6,15.00%,780,333,4830
"July 24, 2018",8,25,2,15.00%,204,48,1350
"July 24, 2018",8,25,6,15.00%,1374,228,8175
"July 24, 2018",8,50,2,15.00%,45,6,300
"July 24, 2018",8,50,6,15.00%,1284,120,7800
"July 24, 2018",8,100,2,15.00%,90,6,600
"July 24, 2018",8,100,6,15.00%,3510,135,21600
"July 24, 2018",8,250,6,15.00%,1014,21,6750
"July 24, 2018",8,1000,6,10.00%,10800,63,102000
"July 24, 2018",8,3000,6,10.00%,5400,9,54000
"July 24, 2018",8,10000,2,6.00%,14400,12,240000
"July 24, 2018",9,10,2,15.00%,144,51,960
"July 24, 2018",9,10,6,15.00%,1068,435,6570
"July 24, 2018",9,25,2,15.00%,90,9,600
"July 24, 2018",9,25,6,15.00%,1620,252,10050
"July 24, 2018",9,50,2,15.00%,90,12,600
"July 24, 2018",9,50,6,15.00%,1305,132,8250
"July 24, 2018",9,100,6,15.00%,4680,186,28500
"July 24, 2018",9,250,6,15.00%,4950,87,32250
"July 24, 2018",9,500,6,12.00%,1260,15,10500
"July 24, 2018",9,1000,2,10.00%,600,6,6000
"July 24, 2018",9,1000,6,10.00%,20400,96,201000
"July 24, 2018",9,3000,2,10.00%,1800,6,18000
"July 24, 2018",9,3000,6,10.00%,16200,21,162000
"July 24, 2018",9,10000,2,6.00%,21600,15,360000
"July 24, 2018",10,10,2,15.00%,153,66,1020
"July 24, 2018",10,10,6,15.00%,936,399,5880
"July 24, 2018",10,25,2,15.00%,225,45,1500
"July 24, 2018",10,25,6,15.00%,1755,273,10650
"July 24, 2018",10,50,2,15.00%,180,15,1200
"July 24, 2018",10,50,6,15.00%,2139,186,13200
"July 24, 2018",10,100,6,15.00%,4545,195,29100
"July 24, 2018",10,250,6,15.00%,7875,138,50250
"July 24, 2018",10,500,6,12.00%,3960,36,31500
"July 24, 2018",10,1000,6,10.00%,24600,123,231000
"July 24, 2018",10,3000,6,10.00%,18900,27,171000
"July 24, 2018",10,5000,2,8.00%,4800,12,60000
"July 24, 2018",10,10000,2,6.00%,32400,15,540000
"July 24, 2018",11,10,2,15.00%,207,81,1380
"July 24, 2018",11,10,6,15.00%,1131,492,7080
"July 24, 2018",11,25,2,15.00%,429,75,2850
"July 24, 2018",11,25,6,15.00%,2589,432,16350
"July 24, 2018",11,50,2,15.00%,225,21,1500
"July 24, 2018",11,50,6,15.00%,2475,222,15150
"July 24, 2018",11,100,2,15.00%,180,12,1200
"July 24, 2018",11,100,6,15.00%,6435,240,38100
"July 24, 2018",11,250,6,15.00%,8439,129,53250
"July 24, 2018",11,500,6,12.00%,3420,36,27000
"July 24, 2018",11,1000,6,10.00%,27600,123,255000
"July 24, 2018",11,2000,2,10.00%,1200,6,12000
"July 24, 2018",11,3000,2,10.00%,5400,9,54000
"July 24, 2018",11,3000,6,10.00%,21600,27,216000
"July 24, 2018",11,5000,2,8.00%,2400,6,30000
"July 24, 2018",11,10000,2,6.00%,14400,18,240000
"July 24, 2018",12,10,2,15.00%,216,84,1440
"July 24, 2018",12,10,6,15.00%,1401,570,8670
"July 24, 2018",12,25,2,15.00%,609,72,4050
"July 24, 2018",12,25,6,15.00%,2712,477,17175
"July 24, 2018",12,50,2,15.00%,135,18,900
"July 24, 2018",12,50,6,15.00%,2700,237,17550
"July 24, 2018",12,100,6,15.00%,7740,273,46500
"July 24, 2018",12,250,6,15.00%,13164,177,78000
"July 24, 2018",12,500,6,12.00%,3960,39,31500
"July 24, 2018",12,1000,6,10.00%,36600,144,333000
"July 24, 2018",12,3000,6,10.00%,33300,39,315000
"July 24, 2018",12,5000,2,8.00%,4800,12,60000
"July 24, 2018",12,10000,2,6.00%,3600,6,60000
"July 24, 2018",13,10,2,15.00%,153,78,1020
"July 24, 2018",13,10,6,15.00%,1404,543,8760
"July 24, 2018",13,25,2,15.00%,585,78,3900
"July 24, 2018",13,25,6,15.00%,2295,393,14175
"July 24, 2018",13,50,2,15.00%,180,18,1200
"July 24, 2018",13,50,6,15.00%,3039,261,19200
"July 24, 2018",13,100,6,15.00%,7110,270,43200
"July 24, 2018",13,250,6,15.00%,13500,180,81750
"July 24, 2018",13,500,6,12.00%,2340,27,18000
"July 24, 2018",13,1000,6,10.00%,32700,150,291000
"July 24, 2018",13,3000,6,10.00%,41400,48,378000
"July 24, 2018",13,10000,2,6.00%,7200,9,120000
"July 24, 2018",14,10,2,15.00%,207,93,1380
"July 24, 2018",14,10,6,15.00%,1242,510,7590
"July 24, 2018",14,25,2,15.00%,495,81,3300
"July 24, 2018",14,25,6,15.00%,2553,399,15375
"July 24, 2018",14,50,2,15.00%,135,15,900
"July 24, 2018",14,50,6,15.00%,2859,261,18300
"July 24, 2018",14,100,2,15.00%,720,18,4800
"July 24, 2018",14,100,6,15.00%,7965,303,50400
"July 24, 2018",14,250,6,15.00%,15300,192,91500
"July 24, 2018",14,500,2,12.00%,360,6,3000
"July 24, 2018",14,500,6,12.00%,3060,39,24000
"July 24, 2018",14,1000,6,10.00%,27300,120,249000
"July 24, 2018",14,3000,2,10.00%,1800,6,18000
"July 24, 2018",14,3000,6,10.00%,9900,24,90000
"July 24, 2018",14,10000,2,6.00%,18000,6,300000
"July 24, 2018",15,10,2,15.00%,198,87,1320
"July 24, 2018",15,10,6,15.00%,1422,606,8820
"July 24, 2018",15,25,2,15.00%,405,66,2700
"July 24, 2018",15,25,6,15.00%,3129,462,19725
"July 24, 2018",15,50,2,15.00%,225,21,1500
"July 24, 2018",15,50,6,15.00%,2634,228,16500
"July 24, 2018",15,100,2,15.00%,990,33,6600
"July 24, 2018",15,100,6,15.00%,8460,297,54000
"July 24, 2018",15,250,6,15.00%,12939,174,81750
"July 24, 2018",15,500,6,12.00%,7020,66,57000
"July 24, 2018",15,1000,6,10.00%,25200,114,237000
"July 24, 2018",15,2000,2,10.00%,1200,6,12000
"July 24, 2018",15,3000,2,10.00%,1800,6,18000
"July 24, 2018",15,3000,6,10.00%,24300,33,198000
"July 24, 2018",15,5000,2,8.00%,12000,9,150000
"July 24, 2018",15,10000,2,6.00%,21600,9,360000
"July 24, 2018",16,10,2,15.00%,63,33,420
"July 24, 2018",16,10,6,15.00%,1494,615,9600
"July 24, 2018",16,25,2,15.00%,405,66,2700
"July 24, 2018",16,25,6,15.00%,2475,387,14850
"July 24, 2018",16,50,2,15.00%,90,6,600
"July 24, 2018",16,50,6,15.00%,3150,255,19500
"July 24, 2018",16,100,2,15.00%,540,12,3600
"July 24, 2018",16,100,6,15.00%,7920,306,48600
"July 24, 2018",16,250,6,15.00%,12939,192,81000
"July 24, 2018",16,500,6,12.00%,5220,66,43500
"July 24, 2018",16,1000,6,10.00%,28800,126,264000
"July 24, 2018",16,3000,2,10.00%,3600,9,36000
"July 24, 2018",16,3000,6,10.00%,5400,15,54000
"July 24, 2018",16,5000,2,8.00%,4800,9,60000
"July 24, 2018",17,10,2,15.00%,99,54,660
"July 24, 2018",17,10,6,15.00%,1068,498,6810
"July 24, 2018",17,25,2,15.00%,249,54,1650
"July 24, 2018",17,25,6,15.00%,2037,348,12225
"July 24, 2018",17,50,2,15.00%,90,12,600
"July 24, 2018",17,50,6,15.00%,2340,198,14400
"July 24, 2018",17,100,2,15.00%,180,6,1200
"July 24, 2018",17,100,6,15.00%,8640,294,50700
"July 24, 2018",17,250,6,15.00%,8214,135,51000
"July 24, 2018",17,500,2,12.00%,720,6,6000
"July 24, 2018",17,500,6,12.00%,6480,75,51000
"July 24, 2018",17,1000,6,10.00%,30000,132,267000
"July 24, 2018",17,2000,2,10.00%,1200,6,12000
"July 24, 2018",17,3000,6,10.00%,14400,33,144000
"July 24, 2018",17,10000,2,6.00%,3600,6,60000
"July 24, 2018",18,10,2,15.00%,198,84,1320
"July 24, 2018",18,10,6,15.00%,1215,498,7740
"July 24, 2018",18,25,2,15.00%,294,66,1950
"July 24, 2018",18,25,6,15.00%,1923,351,11925
"July 24, 2018",18,50,2,15.00%,45,6,300
"July 24, 2018",18,50,6,15.00%,2634,222,16500
"July 24, 2018",18,100,6,15.00%,6795,252,39600
"July 24, 2018",18,250,6,15.00%,10464,159,67500
"July 24, 2018",18,500,6,12.00%,2700,27,21000
"July 24, 2018",18,1000,6,10.00%,31200,114,276000
"July 24, 2018",18,3000,6,10.00%,13500,36,135000
"July 24, 2018",18,5000,2,8.00%,7200,12,90000
"July 24, 2018",18,10000,2,6.00%,3600,6,60000
"July 24, 2018",19,10,2,15.00%,261,105,1740
"July 24, 2018",19,10,6,15.00%,1305,570,8190
"July 24, 2018",19,25,2,15.00%,315,60,2100
"July 24, 2018",19,25,6,15.00%,2508,417,15975
"July 24, 2018",19,50,2,15.00%,90,12,600
"July 24, 2018",19,50,6,15.00%,2859,222,17550
"July 24, 2018",19,100,2,15.00%,180,12,1200
"July 24, 2018",19,100,6,15.00%,8325,348,52200
"July 24, 2018",19,250,6,15.00%,15639,210,95250
"July 24, 2018",19,500,6,12.00%,1800,24,15000
"July 24, 2018",19,1000,6,10.00%,28200,138,270000
"July 24, 2018",19,2000,2,10.00%,1200,6,12000
"July 24, 2018",19,3000,6,10.00%,23400,39,216000
"July 24, 2018",19,5000,2,8.00%,4800,12,60000
"July 24, 2018",19,10000,2,6.00%,3600,6,60000
"July 24, 2018",20,10,2,15.00%,207,84,1380
"July 24, 2018",20,10,6,15.00%,1806,732,11250
"July 24, 2018",20,25,2,15.00%,315,66,2100
"July 24, 2018",20,25,6,15.00%,2958,501,18000
"July 24, 2018",20,50,6,15.00%,3555,282,21450
"July 24, 2018",20,100,2,15.00%,90,6,600
"July 24, 2018",20,100,6,15.00%,6300,282,39300
"July 24, 2018",20,250,6,15.00%,14739,213,88500
"July 24, 2018",20,500,6,12.00%,2880,42,22500
"July 24, 2018",20,1000,2,10.00%,600,6,6000
"July 24, 2018",20,1000,6,10.00%,32700,156,288000
"July 24, 2018",20,2000,2,10.00%,1200,6,12000
"July 24, 2018",20,3000,6,10.00%,32400,42,288000
"July 24, 2018",20,5000,2,8.00%,2400,6,30000
"July 24, 2018",20,10000,2,6.00%,18000,12,300000
"July 24, 2018",21,10,2,15.00%,252,114,1680
"July 24, 2018",21,10,6,15.00%,1626,684,10170
"July 24, 2018",21,25,2,15.00%,450,75,3000
